run,label,support,precision,recall,f1
stage6_mc,lycorma delicatula,10,0.0,0.0,0.0
stage6_mc,lytta polita,1,0.0,0.0,0.0
stage6_mc,maize fall armyworm,2,0.0,0.0,0.0
stage6_mc,maize healthy,1,0.0,0.0,0.0
stage6_mc,mango powdery mildew,1,0.0,0.0,0.0
stage6_mc,medicinal plants potassium deficiency,1,0.0,0.0,0.0
stage6_mc,miridae,7,0.0,0.0,0.0
stage6_mc,moko disease,5,0.0,0.0,0.0
stage6_mc,mole cricket,2,0.0,0.0,0.0
stage6_mc,narrow brown spot,8,0.0,0.0,0.0
stage6_mc,nitrogen deficiency,3,0.0,0.0,0.0
stage6_mc,odontothrips loti,1,0.0,0.0,0.0
stage6_mc,orange haunglongbing citrus greening,12,0.0,0.0,0.0
stage6_mc,panonchus citri mcgregor,2,0.0,0.0,0.0
stage6_mc,papaya papaya mealybug,1,0.0,0.0,0.0
stage6_mc,peach bacterial spot,4,0.0,0.0,0.0
stage6_mc,peach leaf,1,0.0,0.0,0.0
stage6_mc,pepper bell bacterial spot,2,0.0,0.0,0.0
stage6_mc,pepper bell healthy,1,0.0,0.0,0.0
stage6_mc,phyllocnistis citrella stainton,1,0.0,0.0,0.0
stage6_mc,polyphagotars onemus latus,1,0.0,0.0,0.0
stage6_mc,potato aphids,1,0.0,0.0,0.0
stage6_mc,potato early blight,2,0.0,0.0,0.0
stage6_mc,potato healthy,1,0.0,0.0,0.0
stage6_mc,potato late blight,4,0.0,0.0,0.0
stage6_mc,potato leaf early blight,2,0.0,0.0,0.0
stage6_mc,potato leaf late blight,1,0.0,0.0,0.0
stage6_mc,potosiabre vitarsis,1,0.0,0.0,0.0
stage6_mc,pseudococcus comstocki kuwana,2,0.0,0.0,0.0
stage6_mc,raspberry healthy,1,0.0,0.0,0.0
stage6_mc,red leaf spot,2,0.0,0.0,0.0
stage6_mc,rhytidodera bowrinii white,2,0.0,0.0,0.0
stage6_mc,rice gall midge,6,0.036585365853658534,0.5,0.06818181818181818
stage6_mc,rice leaf and neck blast,2,0.0,0.0,0.0
stage6_mc,rice leaf caterpillar,1,0.0,0.0,0.0
stage6_mc,rice leaf folder,2,0.0,0.0,0.0
stage6_mc,rice leaf roller,1,0.0,0.0,0.0
stage6_mc,rice shell pest,2,0.0,0.0,0.0
stage6_mc,rice skipper,4,0.0,0.0,0.0
stage6_mc,rice stemfly,1,0.0,0.0,0.0
stage6_mc,rice water weevil,1,0.0,0.0,0.0
stage6_mc,rice yellow stem borer,3,0.0,0.0,0.0
stage6_mc,sheath blight,5,0.0,0.0,0.0
stage6_mc,soybean healthy,12,0.0,0.0,0.0
stage6_mc,squash powdery mildew,2,0.0,0.0,0.0
stage6_mc,squash powdery mildew leaf,2,0.0,0.0,0.0
stage6_mc,strawberry healthy,1,0.0,0.0,0.0
stage6_mc,strawberry leaf scorch,1,0.0,0.0,0.0
stage6_mc,tarnished plant bug,2,0.0,0.0,0.0
stage6_mc,tetradacus c bactrocera minax,1,0.0,0.0,0.0
stage6_mc,therioaphis maculata buckton,2,0.0,0.0,0.0
stage6_mc,thrips,6,0.0,0.0,0.0
stage6_mc,tobacco healthy,1,0.0,0.0,0.0
stage6_mc,tomato bacterial spot,4,0.0,0.0,0.0
stage6_mc,tomato early blight,4,0.0,0.0,0.0
stage6_mc,tomato healthy,5,0.0,0.0,0.0
stage6_mc,tomato late blight,4,0.0,0.0,0.0
stage6_mc,tomato leaf bacterial spot,3,0.0,0.0,0.0
stage6_mc,tomato leaf late blight,1,0.0,0.0,0.0
stage6_mc,tomato leaf mold,3,0.0,0.0,0.0
stage6_mc,tomato mold leaf,3,0.0,0.0,0.0
stage6_mc,tomato potassium deficiency,1,0.0,0.0,0.0
stage6_mc,tomato septoria leaf spot,3,0.0,0.0,0.0
stage6_mc,tomato spider mites two spotted spider mite,2,0.0,0.0,0.0
stage6_mc,tomato target spot,2,0.0,0.0,0.0
stage6_mc,tomato tomato yellow leaf curl virus,11,0.0,0.0,0.0
stage6_mc,tungro virus,7,0.0,0.0,0.0
stage6_mc,viteus vitifoliae,1,0.0,0.0,0.0
stage6_mc,wheat blossom midge,2,0.0,0.0,0.0
stage6_mc,wheat phloeothrips,1,0.0,0.0,0.0
stage6_mc,wheat sawfly,2,0.0,0.0,0.0
stage6_mc,white backed plant hopper,1,0.0,0.0,0.0
stage6_mc,white margined moth,2,0.0,0.0,0.0
stage6_mc,white spot,2,0.0,0.0,0.0
stage6_mc,wireworm,1,0.0,0.0,0.0
stage6_mc,xylotrechus,2,0.0,0.0,0.0
stage6_mc,yellow cutworm,1,0.0,0.0,0.0
stage6_mc,yellow rice borer,1,0.0,0.0,0.0
stage6_mc,yellow sigatoka,2,0.0,0.0,0.0
